octal_div([train(6641)], [train(34757)], 11).
octal_div([train(54925)], [train(56007)], 7).
octal_div([train(52596)], [train(7764)], 0).
octal_div([train(44839)], [train(21965)], 1).
octal_div([train(18876)], [train(48226)], 7).
octal_div([train(8883)], [train(34426)], 2).
octal_div([train(1947)], [train(14958)], 2).
octal_div([train(9063)], [train(36301)], 2).
octal_div([train(37794)], [train(28218)], 2).
octal_div([train(2046)], [train(10863)], 4).
octal_div([train(7228)], [train(8660)], 10).
octal_div([train(13642)], [train(47702)], 5).
octal_div([train(24586)], [train(17633)], 2).
octal_div([train(2287)], [train(28259)], 1).
octal_div([train(36138)], [train(19078)], 0).
octal_div([train(12824)], [train(3532)], 1).
octal_div([train(22637)], [train(24135)], 0).
octal_div([train(7373)], [train(33001)], 0).
octal_div([train(6869)], [train(28374)], 2).
octal_div([train(55873)], [train(57516)], 0).
octal_div([train(52302)], [train(56841)], 1).
octal_div([train(40082)], [train(39585)], 0).
octal_div([train(1423)], [train(35542)], 0).
octal_div([train(59470)], [train(42288)], 6).
octal_div([train(15732)], [train(25876)], 5).
octal_div([train(30876)], [train(16098)], 1).
octal_div([train(28576)], [train(28281)], 1).
octal_div([train(26722)], [train(8506)], 0).
octal_div([train(9032)], [train(58960)], 0).
octal_div([train(46609)], [train(21818)], 11).
octal_div([train(28590)], [train(27442)], 1).
octal_div([train(24895)], [train(51566)], 1).
octal_div([train(21189)], [train(54007)], 2).
octal_div([train(10626)], [train(882)], 1).
octal_div([train(25330)], [train(9043)], 5).
octal_div([train(37052)], [train(57443)], 0).
octal_div([train(21513)], [train(40941)], 0).
octal_div([train(10418)], [train(51073)], 3).
octal_div([train(9626)], [train(45611)], 1).
octal_div([train(59244)], [train(52739)], 0).
octal_div([train(40994)], [train(33855)], 1).
octal_div([train(30892)], [train(6454)], 2).
octal_div([train(54827)], [train(6272)], 1).
octal_div([train(33807)], [train(58771)], 1).
octal_div([train(56259)], [train(51361)], 0).
octal_div([train(3389)], [train(56228)], 3).
octal_div([train(32507)], [train(45537)], 5).
octal_div([train(1398)], [train(22989)], 2).
octal_div([train(36879)], [train(20299)], 1).
octal_div([train(44061)], [train(16765)], 2).
octal_div([train(49575)], [train(40641)], 0).
octal_div([train(26753)], [train(5073)], 0).
octal_div([train(52064)], [train(50302)], 0).
octal_div([train(27121)], [train(2892)], 4).
octal_div([train(22143)], [train(1258)], 0).
octal_div([train(23727)], [train(33580)], 1).
octal_div([train(24776)], [train(54624)], 0).
octal_div([train(39815)], [train(28031)], 2).
octal_div([train(3746)], [train(36432)], 3).
octal_div([train(50562)], [train(31226)], 1).
octal_div([train(21867)], [train(46499)], 4).
octal_div([train(10445)], [train(34227)], 1).
octal_div([train(59526)], [train(53232)], 1).
octal_div([train(38371)], [train(41454)], 6).
octal_div([train(5426)], [train(53280)], 1).
octal_div([train(45297)], [train(36368)], 1).
octal_div([train(56794)], [train(26489)], 1).
octal_div([train(41652)], [train(50117)], 1).
octal_div([train(20630)], [train(1663)], 2).
octal_div([train(30874)], [train(35430)], 10).
octal_div([train(44000)], [train(7262)], 0).
octal_div([train(23659)], [train(22769)], 4).
octal_div([train(5340)], [train(2725)], 0).
octal_div([train(31046)], [train(26089)], 6).
octal_div([train(1592)], [train(53870)], 5).
octal_div([train(46562)], [train(36989)], 0).
octal_div([train(16420)], [train(49972)], 7).
octal_div([train(59105)], [train(20120)], 0).
octal_div([train(39956)], [train(23341)], 0).
octal_div([train(50690)], [train(49658)], 1).
octal_div([train(57788)], [train(28653)], 1).
octal_div([train(12339)], [train(6581)], 0).
octal_div([train(27523)], [train(49681)], 6).
octal_div([train(15864)], [train(37457)], 0).
octal_div([train(1028)], [train(14962)], 0).
octal_div([train(49822)], [train(52699)], 1).
octal_div([train(52328)], [train(40247)], 3).
octal_div([train(51872)], [train(28291)], 6).
octal_div([train(51287)], [train(46240)], 1).
octal_div([train(16920)], [train(18378)], 1).
octal_div([train(51021)], [train(28095)], 3).
octal_div([train(20407)], [train(17416)], 0).
octal_div([train(58542)], [train(39652)], 11).
octal_div([train(35613)], [train(52209)], 1).
octal_div([train(41427)], [train(33025)], 2).
octal_div([train(7212)], [train(59836)], 6).
octal_div([train(35971)], [train(4603)], 0).
octal_div([train(610)], [train(22370)], 5).
octal_div([train(8247)], [train(28959)], 0).
octal_div([train(66)], [train(11143)], 6).
octal_div([train(28246)], [train(39367)], 1).
octal_div([train(32431)], [train(21168)], 6).
octal_div([train(47191)], [train(44162)], 2).
octal_div([train(37095)], [train(7601)], 4).
octal_div([train(34686)], [train(49977)], 1).
octal_div([train(13572)], [train(49943)], 11).
octal_div([train(25890)], [train(29879)], 2).
octal_div([train(37388)], [train(34851)], 2).
octal_div([train(50653)], [train(2289)], 1).
octal_div([train(18889)], [train(34756)], 0).
octal_div([train(10635)], [train(23318)], 3).
octal_div([train(9835)], [train(46537)], 1).
octal_div([train(40665)], [train(6793)], 10).
octal_div([train(54941)], [train(51621)], 0).
octal_div([train(53782)], [train(54280)], 1).
octal_div([train(9710)], [train(45849)], 0).
octal_div([train(48000)], [train(55053)], 1).
octal_div([train(56941)], [train(40753)], 0).
octal_div([train(9058)], [train(32804)], 2).
octal_div([train(30320)], [train(46198)], 0).
octal_div([train(26822)], [train(631)], 1).
octal_div([train(25078)], [train(26780)], 3).
octal_div([train(47714)], [train(21549)], 0).
octal_div([train(9309)], [train(28522)], 10).
octal_div([train(23161)], [train(9910)], 10).
octal_div([train(41316)], [train(47992)], 2).
octal_div([train(3813)], [train(35357)], 2).
octal_div([train(10638)], [train(44012)], 1).
octal_div([train(56555)], [train(22489)], 7).
octal_div([train(47609)], [train(20654)], 5).
octal_div([train(2509)], [train(13674)], 11).
octal_div([train(19118)], [train(51469)], 2).
octal_div([train(26335)], [train(39603)], 1).
octal_div([train(9007)], [train(16984)], 1).
octal_div([train(43309)], [train(10684)], 0).
octal_div([train(40371)], [train(7078)], 11).
octal_div([train(8686)], [train(38733)], 4).
octal_div([train(25205)], [train(49805)], 4).
octal_div([train(8659)], [train(48009)], 4).
octal_div([train(37322)], [train(32554)], 2).
octal_div([train(50777)], [train(51212)], 2).
octal_div([train(10174)], [train(25924)], 2).
octal_div([train(1015)], [train(53067)], 0).
octal_div([train(4245)], [train(59683)], 0).
octal_div([train(14520)], [train(18492)], 4).
octal_div([train(44229)], [train(15044)], 2).
octal_div([train(23521)], [train(37006)], 0).
octal_div([train(3261)], [train(56301)], 2).
octal_div([train(28067)], [train(33769)], 2).
octal_div([train(51347)], [train(40296)], 1).
octal_div([train(7781)], [train(1085)], 7).
octal_div([train(17104)], [train(41573)], 1).
octal_div([train(13184)], [train(51710)], 0).
octal_div([train(35459)], [train(39982)], 1).
octal_div([train(18284)], [train(57087)], 0).
octal_div([train(55080)], [train(8394)], 1).
octal_div([train(14421)], [train(32113)], 1).
octal_div([train(54351)], [train(58104)], 0).
octal_div([train(603)], [train(4740)], 0).
octal_div([train(36174)], [train(20041)], 4).
octal_div([train(2916)], [train(15726)], 1).
octal_div([train(22540)], [train(31593)], 1).
octal_div([train(20462)], [train(19747)], 1).
octal_div([train(48208)], [train(47777)], 7).
octal_div([train(13213)], [train(54872)], 1).
octal_div([train(34374)], [train(57012)], 1).
octal_div([train(13735)], [train(5250)], 1).
octal_div([train(1889)], [train(16744)], 3).
octal_div([train(21308)], [train(58554)], 0).
octal_div([train(21163)], [train(20907)], 1).
octal_div([train(57857)], [train(39738)], 1).
octal_div([train(10673)], [train(3444)], 1).
octal_div([train(2870)], [train(2767)], 1).
octal_div([train(46144)], [train(16695)], 0).
octal_div([train(32125)], [train(29792)], 1).
octal_div([train(33824)], [train(45665)], 4).
octal_div([train(30034)], [train(26963)], 0).
octal_div([train(23138)], [train(57865)], 2).
octal_div([train(46197)], [train(5677)], 1).
octal_div([train(3734)], [train(23829)], 0).
octal_div([train(12239)], [train(57082)], 0).
octal_div([train(46530)], [train(38438)], 2).
octal_div([train(13386)], [train(28788)], 1).
octal_div([train(9700)], [train(28525)], 3).
octal_div([train(27637)], [train(21672)], 0).
octal_div([train(11026)], [train(25174)], 0).
octal_div([train(18869)], [train(37542)], 1).
octal_div([train(14856)], [train(47651)], 1).
octal_div([train(19171)], [train(45854)], 0).
octal_div([train(41967)], [train(57222)], 1).
octal_div([train(40689)], [train(7612)], 4).
octal_div([train(2698)], [train(23676)], 1).
octal_div([train(30902)], [train(23291)], 7).
octal_div([train(3434)], [train(32474)], 0).
octal_div([train(41426)], [train(23203)], 4).
octal_div([train(26294)], [train(24997)], 4).
octal_div([train(8080)], [train(10293)], 1).
octal_div([train(9031)], [train(41209)], 2).
octal_div([train(37239)], [train(24366)], 4).
octal_div([train(28990)], [train(19153)], 1).
octal_div([train(26438)], [train(35623)], 0).
octal_div([train(41588)], [train(26922)], 0).
octal_div([train(34279)], [train(37616)], 1).
octal_div([train(8809)], [train(34067)], 0).
octal_div([train(56422)], [train(27186)], 2).
octal_div([train(58920)], [train(58372)], 1).
octal_div([train(16321)], [train(56325)], 4).
octal_div([train(20028)], [train(17202)], 1).
octal_div([train(39020)], [train(12847)], 2).
octal_div([train(44076)], [train(49494)], 0).
octal_div([train(6065)], [train(30895)], 0).
octal_div([train(50373)], [train(7501)], 3).
octal_div([train(40549)], [train(29431)], 1).
octal_div([train(45809)], [train(54406)], 1).
octal_div([train(13345)], [train(49481)], 1).
octal_div([train(9343)], [train(34298)], 1).
octal_div([train(26134)], [train(29239)], 5).
octal_div([train(46045)], [train(52144)], 3).
octal_div([train(39685)], [train(36580)], 0).
octal_div([train(24669)], [train(3791)], 2).
octal_div([train(34682)], [train(41749)], 1).
octal_div([train(29151)], [train(16256)], 0).
octal_div([train(5541)], [train(23236)], 0).
octal_div([train(27668)], [train(38736)], 5).
octal_div([train(27312)], [train(36095)], 10).
octal_div([train(19620)], [train(27540)], 1).
octal_div([train(46017)], [train(5106)], 0).
octal_div([train(56424)], [train(3031)], 0).
octal_div([train(43463)], [train(27511)], 0).
octal_div([train(8207)], [train(9628)], 4).
octal_div([train(10250)], [train(20169)], 2).
octal_div([train(38066)], [train(34945)], 3).
octal_div([train(23739)], [train(13639)], 0).
octal_div([train(1830)], [train(8530)], 6).
octal_div([train(22573)], [train(31240)], 1).
octal_div([train(12254)], [train(9298)], 2).
octal_div([train(39639)], [train(1615)], 0).
octal_div([train(19219)], [train(470)], 5).
octal_div([train(13421)], [train(211)], 7).
octal_div([train(4621)], [train(23973)], 10).
octal_div([train(53674)], [train(15105)], 4).
octal_div([train(11659)], [train(22798)], 5).
octal_div([train(7954)], [train(4609)], 0).
octal_div([train(51861)], [train(2012)], 10).
octal_div([train(48121)], [train(10233)], 0).
octal_div([train(37094)], [train(58447)], 10).
octal_div([train(27916)], [train(9547)], 2).
octal_div([train(32926)], [train(51078)], 1).
octal_div([train(57978)], [train(53699)], 1).
octal_div([train(15050)], [train(14154)], 10).
octal_div([train(4937)], [train(41419)], 3).
octal_div([train(29135)], [train(25691)], 2).
octal_div([train(56389)], [train(59431)], 0).
octal_div([train(44730)], [train(59463)], 0).
octal_div([train(32133)], [train(50951)], 1).
octal_div([train(35988)], [train(45880)], 3).
octal_div([train(41285)], [train(8696)], 0).
octal_div([train(40461)], [train(39210)], 1).
octal_div([train(3082)], [train(30073)], 10).
octal_div([train(40093)], [train(2305)], 3).
octal_div([train(9234)], [train(27385)], 4).
octal_div([train(25144)], [train(53086)], 1).
octal_div([train(56353)], [train(32342)], 0).
octal_div([train(38429)], [train(39808)], 0).
octal_div([train(55410)], [train(31602)], 0).
octal_div([train(35089)], [train(18983)], 1).
octal_div([train(13507)], [train(49454)], 2).
octal_div([train(32927)], [train(34721)], 2).
octal_div([train(59053)], [train(25049)], 2).
octal_div([train(56485)], [train(21665)], 4).
octal_div([train(59330)], [train(2583)], 5).
octal_div([train(4348)], [train(30830)], 2).
octal_div([train(38204)], [train(24838)], 11).
octal_div([train(51391)], [train(39491)], 2).
octal_div([train(16835)], [train(57310)], 1).
octal_div([train(9723)], [train(34413)], 1).
octal_div([train(43913)], [train(41619)], 0).
octal_div([train(32679)], [train(32665)], 3).
octal_div([train(57518)], [train(27737)], 6).
octal_div([train(26601)], [train(36956)], 6).
octal_div([train(39075)], [train(6864)], 0).
octal_div([train(35808)], [train(23700)], 2).
octal_div([train(14148)], [train(52260)], 0).
octal_div([train(26080)], [train(32577)], 7).
octal_div([train(23495)], [train(12579)], 0).
octal_div([train(27724)], [train(14237)], 1).
octal_div([train(44518)], [train(46819)], 0).
octal_div([train(36994)], [train(41074)], 0).
octal_div([train(48152)], [train(21959)], 3).
octal_div([train(27953)], [train(32619)], 3).
octal_div([train(22090)], [train(31064)], 1).
octal_div([train(27179)], [train(19610)], 1).
octal_div([train(26422)], [train(19835)], 0).
octal_div([train(11769)], [train(20177)], 6).
octal_div([train(8496)], [train(35945)], 10).
octal_div([train(25873)], [train(23652)], 4).
octal_div([train(9792)], [train(10738)], 1).
octal_div([train(17784)], [train(9897)], 4).
octal_div([train(42214)], [train(46685)], 11).
octal_div([train(39819)], [train(45962)], 1).
octal_div([train(2752)], [train(55668)], 1).
octal_div([train(20625)], [train(36592)], 0).
octal_div([train(13483)], [train(2664)], 0).
octal_div([train(10121)], [train(57138)], 0).
octal_div([train(42832)], [train(8743)], 4).
octal_div([train(25997)], [train(55963)], 5).
octal_div([train(31169)], [train(6565)], 1).
octal_div([train(18348)], [train(19819)], 2).
octal_div([train(42550)], [train(39869)], 1).
octal_div([train(7792)], [train(12481)], 1).
octal_div([train(49463)], [train(47010)], 0).
octal_div([train(41490)], [train(35950)], 0).
octal_div([train(53917)], [train(53021)], 0).
octal_div([train(4)], [train(49511)], 1).
octal_div([train(59509)], [train(31933)], 3).
octal_div([train(57995)], [train(34575)], 0).
octal_div([train(45974)], [train(16988)], 1).
octal_div([train(37189)], [train(45995)], 0).
octal_div([train(57313)], [train(37234)], 3).
octal_div([train(29368)], [train(41772)], 0).
octal_div([train(38966)], [train(99)], 4).
octal_div([train(54322)], [train(27159)], 3).
octal_div([train(49052)], [train(25429)], 1).
octal_div([train(8673)], [train(40702)], 1).
octal_div([train(58454)], [train(38684)], 0).
octal_div([train(49949)], [train(15737)], 0).
octal_div([train(8836)], [train(18407)], 1).
octal_div([train(35672)], [train(2994)], 11).
octal_div([train(30012)], [train(815)], 1).
octal_div([train(10054)], [train(16445)], 1).
octal_div([train(43097)], [train(54896)], 1).
octal_div([train(25470)], [train(23406)], 1).
octal_div([train(37297)], [train(58988)], 1).
octal_div([train(26863)], [train(44648)], 2).
octal_div([train(34699)], [train(22433)], 0).
octal_div([train(59270)], [train(23498)], 10).
octal_div([train(17048)], [train(13064)], 0).
octal_div([train(42396)], [train(4716)], 3).
octal_div([train(14472)], [train(4587)], 0).
octal_div([train(24257)], [train(5998)], 1).
octal_div([train(39736)], [train(12354)], 1).
octal_div([train(53550)], [train(2964)], 3).
octal_div([train(4075)], [train(53471)], 4).
octal_div([train(11172)], [train(52073)], 0).
octal_div([train(23420)], [train(51991)], 3).
octal_div([train(54084)], [train(38653)], 1).
octal_div([train(14103)], [train(55671)], 4).
octal_div([train(15433)], [train(53190)], 1).
octal_div([train(9800)], [train(57460)], 5).
octal_div([train(4527)], [train(31229)], 0).
octal_div([train(19027)], [train(15866)], 0).
